dataset,alpha_mlp,alpha_rf,alpha_xgb,alpha_ci_lo,alpha_ci_hi,alpha_r2_fit,alpha,cluster_structure,cluster_separation,density_variation,intrinsic_dim,lid,fisher_ratio,margin,linear_probe_difficulty,anisotropy,class_entropy,class_imbalance,label_noise,n_samples,n_features,n_classes,early_loss
eucalyptus,0.030622372912468315,0.15632766312081497,0.17287883869148346,-0.017219767952712958,0.05835157684866388,0.2613738974701375,0.15632766312081497,5.968927798157542,13.854899406433105,0.39160984002025007,5.519251491999146,4.496855323388109,0.008569509666599246,12.05480322843335,0.33484162895927605,14405314.0,1.5679568831906918,2.038095238093297,0.506938775510204,736.0,19.0,5.0,
spambase,0.18975929214307516,0.14010910056598422,0.28442543248165714,0.12376030678710782,0.24542595894286398,0.9573431086363793,0.18975929214307516,123.40634305500478,8.03077220916748,5.830951842107895,7.225142349294483,5.5066061144805944,0.03163381902735291,4.981798410298117,0.08444444444444443,557494.75,0.6705230207876484,1.5377826806397386,0.17204081632653062,4601.0,57.0,2.0,
hypothyroid,0.36496470967088707,0.537098598063999,0.7577180964519747,0.3014931561367164,0.4578614766153974,0.9519702372219818,0.537098598063999,12.981435933892529,14.440223693847656,1.2590581168546093,6.025661489341564,4.998377206777235,0.48564104623594145,1.7173439778409578,0.5,205748.46875,0.323434671350942,1740.499999912975,0.04489795918367347,3772.0,29.0,4.0,
monks-1,0.1034694371743981,0.42929978383699685,1.3456103258691574,0.07386303547825764,0.13155093792472805,0.886066805692436,0.42929978383699685,0.6592469524134179,0.5024846196174622,0.10004796093825322,500.0,8.656170241587313,0.050483138744586833,0.5,0.37125748502994016,1.9654361009597778,0.6931471803599453,0.9999999999996403,0.2859712230215827,556.0,6.0,2.0,
cpu-small,0.1125074797328795,0.30859268309893095,,0.06897903017188427,0.1493800672321518,0.9132518975560627,0.21055008141590523,0.0,4.145813465118408,0.7111691552067594,3.3007198603417995,2.640954116980554,6.73978339533394,0.7158009553257956,0.5,26.978300094604492,4.387374148232403,8.9999999991,0.9159261790840738,209.0,7.0,104.0,
monks-3,0.18620156245910724,0.487036345128208,0.7902137078262068,0.11778776327600378,0.27699808002892284,0.8202734440881243,0.487036345128208,0.5452698147484146,0.5622778534889221,0.11769763183822202,4.186898526344196,3.1401738956807184,0.072532539441848,0.33939394950866697,0.17365269461077848,1.5906769037246704,0.692358483631969,1.0827067669168862,0.17844249613202678,554.0,6.0,2.0,
monks-2,0.09176847827959647,0.34260954415910905,0.5218237220860157,0.05336577769389903,0.13044789379147678,0.8479434323100579,0.34260954415910905,0.6848737221844627,0.12534725666046143,0.0956270832085376,0.17910952676472566,0.13681613307726365,0.002716301008948563,0.5,0.37569060773480667,1.9616882801055908,0.6428505617784741,1.917475728154409,0.29712384121701924,601.0,6.0,2.0,
sick,0.22389322025007233,0.2760396949695372,0.5162112472018305,0.14386982304730164,0.34535413061843584,0.8342356300577902,0.2760396949695372,5.517184732537634,2.7347538471221924,0.8841038212322376,6.367346866730122,4.960013529281528,0.006627561518625573,1.5033834891498912,0.022222222222222254,205748.46875,0.23036785032461385,15.329004328997694,0.03857142857142857,3772.0,29.0,2.0,
isolet,0.6509142560914153,0.29198441266293207,0.5369079059524041,0.23667678987119115,1.1313884236890523,0.7940496771869007,0.5369079059524041,30.474630115125592,4.023414611816406,0.12218243307904238,21.20823289204737,17.275046001006885,0.18184794408909757,6.744546403963054,0.11111111111111116,3.159029245376587,3.257328682724485,1.1830985915487404,0.5181632653061224,6000.0,80.0,26.0,
semeion,0.48025459861010295,0.16573503407338613,0.4750558591099807,0.09895854555006488,0.918328414655428,0.7439307782849611,0.4750558591099807,35.84865326782541,2.4601075649261475,0.1222981142486139,17.86389550237613,16.454491012219606,0.06515893683514835,7.2428232193429105,0.10666666666666669,1.3227800130844116,2.302509812605468,1.0451612903219065,0.4487755102040816,1593.0,80.0,10.0,
wilt,0.33211556258974106,0.49961916316829597,0.33876542136843163,0.11066504400875918,0.7568198066658905,0.7670869590965794,0.33876542136843163,1.5319312301267947,0.9492407441139221,0.38012345944221393,4.820300520246842,3.8715480308011165,0.004173929274168758,0.3866588917479189,0.040000000000000036,82.03361511230469,0.20994756918527907,17.540229885050753,0.03775510204081632,4839.0,5.0,2.0,
PhishingWebsites,0.238665182150769,0.14494226237642255,0.27753365370542904,0.21078243630989205,0.28232147336374996,0.9714955152793951,0.238665182150769,4.289212808316926,1.5471303462982178,0.33099161867666216,5.770780465687414,5.704588902482142,0.09071982264783611,1.3760652566038878,0.06888888888888889,127.47637939453125,0.6841421173434236,1.3094688221708504,0.16122448979591836,6000.0,30.0,2.0,
climate-model-crashes,0.08261601352105818,0.1964605896147165,0.14560784728373982,0.0471940070549841,0.12412422041105843,0.7847368478205453,0.14560784728373982,4.609928416479127,1.101595401763916,0.06866646213344359,14.53144426030724,11.803300467954372,0.015912751345876247,2.0374675701815783,0.0679012345679012,1.1705621480941772,0.2912542324521495,10.739130434759263,0.11190476190476191,540.0,18.0,2.0,
amazon-commerce-reviews,-0.06811724786883644,2.9590613804384166e-16,,-0.10992964758286548,-0.01944920462225249,0.6972074587602695,-0.034058623934418074,0.0,10.755866050720215,0.2196629434271038,29.934125147947853,25.16286294272779,809.5127910033899,7.223847096224188,0.5,5.062444686889648,6.962462120239241,1.9999999998,1.0,1059.0,80.0,1057.0,
collins,0.10135385278972289,0.3186364711686178,,0.07377017691575634,0.12061748446437118,0.9283993882355792,0.20999516197917034,5.147190399224628,2.857970714569092,0.19210861890694475,12.129354701074993,9.866723138244785,0.39023261730785136,2.1100849026924995,0.7433333333333334,40235288.0,3.222137693646143,13.333333333111112,0.8424489795918366,1000.0,19.0,30.0,
musk2,0.7493177779371132,0.19243448839065402,0.45696218034581787,0.4865868035846414,1.1015203867536498,0.9108563909655906,0.45696218034581787,39.257893783912046,1.6954307556152344,0.5409946086477709,6.374697209738946,5.398987850465863,0.00787875976166969,5.6254214887140295,0.03555555555555556,4.221527576446533,0.42759247076989476,5.543075245364717,0.1377551020408163,6000.0,80.0,2.0,
sylva-agnostic,0.06423050592987183,0.055285545737836755,0.12158087163973229,0.03656298607081907,0.09166820429224264,0.8398930609821249,0.06423050592987183,55.90688075608094,1.0194453001022339,0.45860449221193444,5.2376289623170225,5.550146254697985,0.003719515773333657,5.167477004263245,0.2466666666666667,11.091934204101562,0.6895718799851491,1.1846243447873508,0.3836734693877551,3751.0,80.0,2.0,
micro-mass,0.3872582345113962,0.5388085102820913,0.6893464451418747,0.14410840761565546,0.6183691762684899,0.6637310005801312,0.5388085102820913,2.4354977562465616,2.0730345249176025,0.2658560910086079,6.081192302960836,4.860353703520209,0.07283337674670057,1.746252984788015,0.028806584362139898,256.75469970703125,0.34911759852578905,7.9888888888800125,0.014081632653061223,809.0,16.0,2.0,
Australian,0.09586595129386806,0.1289366686836495,0.09043460074960422,0.011452520631894144,0.17031268872025587,0.6176907760062087,0.09586595129386806,3.493382423542518,1.9119162559509277,0.32226171449988866,7.078655450723799,5.731150890323212,0.1252777413433349,1.2125115640094941,0.16425120772946855,37.3276481628418,0.6870689026587589,1.2475570032569228,0.23002070393374743,690.0,14.0,2.0,
spambase-2,0.20408786206996551,0.14010910056598422,0.28442543248165714,0.16637284574920064,0.25746471951593675,0.9558547464069904,0.20408786206996551,116.46735301070086,7.9116740226745605,9.949874077428287,7.150376123555169,5.2938670173713085,0.03163381902735291,7.968570477906095,0.06444444444444442,557494.75,0.6705230207876484,1.5377826806397386,0.1930612244897959,4601.0,57.0,2.0,
mushroom-2,0.8778840842277295,0.7553081322769631,1.1093424996019305,0.2891572351880603,1.5270625026495699,0.7735658984639147,0.8778840842277295,4.786195871789561,1.737855315208435,0.3086971971709076,2.821736326399899,2.6580068433181943,0.058399122713637,2.2030471108576952,0.05555555555555558,2211.402587890625,0.6925109898801658,1.073971655720668,0.030204081632653056,6000.0,22.0,2.0,
wine-quality-red,0.07246009144434634,0.15007408528245733,0.1980731193937653,0.05549906211445275,0.08523176098846864,0.9667312678369399,0.15007408528245733,5.71194137145208,1.9980331659317017,0.3296853502046665,4.899060466770029,4.944838912300157,0.03460293771561712,1.1936693298661578,0.4288888888888889,148.08880615234375,1.1846312548403948,68.099999999319,0.520204081632653,1599.0,11.0,6.0,
tic-tac-toe-2,0.09602620186010531,0.3186546098701214,0.8706281247879474,0.06031261420188734,0.11506739642269445,0.9084711865193678,0.3186546098701214,2.1321727620967215,0.33289891481399536,0.1243433341835509,4.932606922158014,4.204282277129904,0.007040698569794427,0.8641586469709841,0.3194444444444444,6.20440149307251,0.6452881306007813,1.885542168674131,0.23448979591836733,958.0,9.0,2.0,
segment-2,0.34299013026672714,0.4061422698273013,0.6607484845209103,0.0018067847177886673,0.7686528802798185,0.632580005967333,0.4061422698273013,120.28305640304443,12.865097999572754,0.7031492814600631,4.90937102602442,3.9993860479425978,0.042559802561232145,3.070263236239716,0.09333333333333338,18206756864.0,1.945910148355313,0.999999999999697,0.14714285714285713,2310.0,19.0,7.0,
pen-digits,0.593806057083596,0.441830174976643,0.671150600573254,0.2656982304086171,0.9823129507149327,0.8376380954905946,0.593806057083596,1.0507541922273487,2.6476290225982666,0.30094671019814473,5.714993178629102,4.197510067266009,0.9533586420097139,1.0331422106071475,0.06444444444444442,183.68878173828125,2.3018656897825163,1.1183745583036893,0.08714285714285715,6000.0,16.0,10.0,
optical-digits,0.7504159888047129,0.31950143594078284,0.6164486016351094,0.35816946176277387,1.2518414544822232,0.8550291056226265,0.6164486016351094,14.446054686864107,5.431618690490723,0.30489037531792007,9.01756416192951,7.292679058431513,0.40025783607085513,3.861579987491489,0.05555555555555558,52072.87890625,2.3025189865331592,1.0324909747290554,0.24551020408163265,5620.0,64.0,10.0,
satimage-2,0.2527633755884606,0.21357174575985438,0.293651114245461,0.2014123851950958,0.3483697514445872,0.9031810709031727,0.2527633755884606,2.3705850789623897,5.256584167480469,0.3032168585495433,11.375243726275581,8.451018382784778,2.0833133707654823,1.2853556182948611,0.16222222222222227,1844.9869384765625,1.7217612019738722,2.452830188678824,0.15612244897959182,6000.0,36.0,6.0,
waveform-2,0.20128975556008893,0.1113681655087848,0.16863400275786497,0.1730773652422709,0.24538622290447196,0.94596589887819,0.16863400275786497,15.298763370652516,2.658306360244751,0.06966011801330603,24.8519542636421,18.469604062705088,0.13099789778800436,3.9896350822456967,0.13777777777777778,34.489620208740234,1.0985545521188804,1.0235934664246205,0.3551020408163265,5000.0,40.0,3.0,
letter-2,0.29082774461579086,0.2833440029519846,0.443487769579655,0.13418218752984423,0.4677762444902518,0.8607901763689662,0.29082774461579086,3.9847598992637243,3.377014636993408,0.27754432690163144,5.367901103514551,4.215440811311835,0.5845942410824015,1.887779132612832,0.2666666666666667,71.0820541381836,3.2561360789710507,1.2842639593902112,0.5006122448979591,6000.0,16.0,26.0,
ecoli-2,0.05529916740113386,0.18356225849324206,,0.014459986744973622,0.09839722874360039,0.7596532934860807,0.11943071294718796,0.4163580387042184,1.6689693927764893,0.3224991201385291,4.462499142875563,3.6732017026242065,1.242134523986288,0.4619455265229925,0.12871287128712872,1490.142578125,1.5171228291520311,71.499999996425,0.22321428571428573,336.0,7.0,8.0,
seeds,0.0986841004660641,-0.013313556437362815,0.35422827884982183,0.03643434790390207,0.16114136422796396,0.7885054680066178,0.0986841004660641,0.35943206605405775,2.2591941356658936,0.24050972877943974,3.829646062211647,3.165568557551781,1.8245587929307627,0.4352833002561262,0.1428571428571429,6958.9091796875,1.0986122883681095,0.9999999999985714,0.10952380952380951,210.0,7.0,3.0,
breast-cancer,0.08756221892690319,0.18798527889065067,0.034380304416312,0.009181458756252956,0.12405379255910745,0.7588743327782911,0.08756221892690319,3.355048786324561,1.4137414693832397,0.29392284985865375,5.376093219844691,4.282672998595538,0.046617639823069906,1.0773755008273664,0.33720930232558144,40.955039978027344,0.6084755752298137,2.364705882350159,0.35564435564435565,286.0,9.0,2.0,
kr-vs-kp-2,0.7587652127740232,0.21679615672988772,0.6249659250954654,0.5096279127180624,1.0890041818398126,0.9231172005720285,0.6249659250954654,3.3512802003260065,0.7800045609474182,0.14749505635372206,5.77078044484973,4.9326069470242935,0.03192406152190966,1.2476210826043537,0.05777777777777782,2083.736083984375,0.6921598189951594,1.092992796332607,0.21775510204081627,3196.0,36.0,2.0,
vehicle-2,0.16679956380545086,0.20843085758234625,0.241286657493817,0.08339381356194801,0.24444981883595937,0.7696047031719944,0.20843085758234625,2.332521100329223,1.5953959226608276,0.23729997126370894,6.482906421452316,5.094268681242869,0.11423971244251738,0.9101210118090276,0.19685039370078738,28520.677734375,1.385647491881233,1.095477386934123,0.33346938775510204,846.0,18.0,4.0,
yeast-2,0.10005745356677088,0.1730961759738817,0.14551609787192588,0.05435917557442479,0.1325619259948559,0.8711800001153651,0.14551609787192588,1.8330033110545325,2.083063840866089,0.34702162157318384,5.614147214814087,4.566515116497742,0.274010770077201,0.7595870399046457,0.4080717488789237,798.40087890625,1.7262259619714786,92.599999998148,0.5583673469387754,1484.0,8.0,10.0,
vowel-2,0.18078291658664056,0.45623685739629466,0.5833058165696983,0.07837111273421479,0.27493904235032995,0.7040951774219556,0.45623685739629466,1.3229291588354344,1.504111886024475,0.2838313311379448,2.0912028947802725,1.6255665772854422,0.2736728132338935,0.8001828613360256,0.35016835016835013,33.24851608276367,2.3978952716983706,0.9999999999988889,0.3565306122448979,990.0,12.0,11.0,
page-blocks-2,0.37855366606371793,0.43397658903517083,0.2670262351300633,0.16914573956163134,0.6680736256990165,0.7872934481900659,0.37855366606371793,832.320078325517,20.241058349609375,0.5984442889825192,4.087308344777473,3.3823244264072994,0.03516913244128907,7.455444498753259,0.04222222222222227,19121.3359375,0.44046926559967586,175.46428571365908,0.06795918367346938,5473.0,10.0,5.0,
mfeat-fourier-2,0.380421546759723,0.25312699722567,0.340596833249929,0.16828745128979802,0.621319422840629,0.8688760148409714,0.340596833249929,22.297725422178903,4.27473783493042,0.26457881318631515,11.825361988089739,9.49563909524198,0.2892092930788807,5.055739090274878,0.17333333333333334,135.66151428222656,2.302585091994046,0.9999999999995001,0.35918367346938773,2000.0,76.0,10.0,
user-knowledge,0.09575944847420097,0.49732614803888536,0.295965740407481,0.05358098768357107,0.127459710432614,0.8763734659887054,0.295965740407481,0.6141888259643015,1.189920425415039,0.23943970434373776,4.416152756968717,3.7067544271585633,0.28283424274363483,0.5177706395827365,0.14876033057851235,2.3931496143341064,1.4189430217642567,5.374999999977605,0.3243530662885502,403.0,5.0,5.0,
splice-2,0.28962726851963977,0.2099165185008967,0.46422472275527293,0.16896244120285533,0.43001859800670456,0.8971669530156625,0.28962726851963977,62.34459603601604,1.5633172988891602,0.1196328713714615,26.39921718001707,22.05619724855398,0.009202876539910535,8.385437513587675,0.1844444444444444,24.499055862426758,1.025975710201908,2.157757496740266,0.5769387755102041,3190.0,60.0,3.0,
nursery-2,0.3182637290031829,0.25844150259148324,,0.16461280265628286,0.5203824692164629,0.851346052138578,0.28835261579733307,1.040672196563904,0.7125914692878723,0.11991789788522002,5.503851636595444,4.3485960609616,0.05896905384329027,0.6141447773736153,0.25555555555555554,8.827278137207031,1.1885708407030697,2006.9999997993,0.4306122448979592,6000.0,8.0,5.0,
GesturePhaseSegmentation,0.0741089759772193,0.07668586544977893,0.14372445641639683,0.05875799198152202,0.09431175751561474,0.9637047835942986,0.07668586544977893,296.01898733158873,3.940375804901123,2.0972172592076976,11.091927805152238,10.01049117145297,0.00640114759086988,9.867322373700544,0.5555555555555556,3246.76513671875,1.5254391750332543,2.8792822185965936,0.6255102040816326,6000.0,32.0,5.0,
hypothyroid-2,0.38543132628034676,0.537098598063999,0.7577180964519747,0.3401092001154742,0.4295425334354816,0.987444388603502,0.537098598063999,7.856878320810448,12.279311180114746,1.6309817334435723,6.20569518720634,5.25705022202518,0.48564104623594145,2.1378268225255197,0.040000000000000036,205748.46875,0.323434671350942,1740.499999912975,0.05,3772.0,29.0,4.0,
sick-2,0.22790077318881113,0.27603969496953706,0.5162112472018305,0.1497222802429032,0.3343368140746656,0.9099771020669012,0.27603969496953706,6.619292060146315,2.635361433029175,1.021427000132937,6.095544588139017,5.043679153896932,0.006627561518625573,1.6480516634662532,0.026666666666666616,205748.46875,0.23036785032461385,15.329004328997694,0.03510204081632653,3772.0,29.0,2.0,
electricity-2,0.05148821192406074,0.06943095031020304,0.12150639016092721,0.035950014297331384,0.060168800595421935,0.9421336103857496,0.06943095031020304,2.199836398279635,2.076625108718872,0.4886390431897406,4.4051159461517955,3.3902349087699575,0.01782152397174008,0.534969958361421,0.21333333333333337,248.60955810546875,0.6818546085307834,1.3529411764705352,0.30081632653061224,6000.0,8.0,2.0,
phoneme-2,0.0874802161174049,0.10832469350321862,0.14293653764886557,0.05448134022792575,0.12232529631830161,0.9334128406833967,0.10832469350321862,1.065758990736693,1.0773539543151855,0.4018068207026233,3.228141788153141,2.6734571242988503,0.05820729968271128,0.35837658306453135,0.2466666666666667,8.664565086364746,0.6052438198564556,2.40731399747778,0.23591836734693872,5404.0,5.0,2.0,
kc1-2,0.0560380131806339,0.19485826234849785,0.04455781235677914,0.02244076449002481,0.09610730372233334,0.7586459199864153,0.0560380131806339,32.4033354549224,10.56966781616211,2.1038908145374697,6.79297528954306,1.8931324547175152,0.0858019546827691,2.9858623702418807,0.1333333333333333,589532032.0,0.4305645506080653,5.469325153372556,0.1997959183673469,2109.0,21.0,2.0,
credit-g-2,0.07496490197362685,0.05074633707671159,0.07118739206968257,0.044544936139524836,0.10846897238069757,0.8265118520655488,0.07118739206968257,5.681075904481519,0.7878680229187012,0.22222669607942563,10.320216050754535,8.473836897969093,0.015440999122583643,1.7310448465398136,0.2833333333333333,59.21455383300781,0.6108643018548935,2.3333333333325554,0.35857142857142854,1000.0,20.0,2.0,
adult-2,0.026917575979991684,0.08331695183879582,0.12103227085943358,0.00760187192537214,0.047408570196761056,0.7417646982408277,0.08331695183879582,289330.24971135304,3786.378662109375,0.6897626353665783,5.147133873374127,3.8924734803479186,0.05809575722869774,6.350335591752052,0.17555555555555558,544471296.0,0.5472071075100201,3.225352112675829,0.2346938775510204,6000.0,14.0,2.0,
magic-2,0.13104926098619055,0.1148345929715468,0.16151650459972922,0.10921504374671946,0.17656993205009885,0.9397795394913848,0.13104926098619055,5.110728389696729,1.1273328065872192,0.3508218002571377,7.024569271171382,5.089785468774716,0.04429311652230351,0.8217687299652694,0.21111111111111114,385.1321716308594,0.6461997614444422,1.873563218390715,0.27734693877551014,6000.0,10.0,2.0,
ozone-2,0.15783498948970773,0.15072777645210475,0.10262315425118063,0.09784382594184525,0.22998313982890944,0.8989039742746707,0.15072777645210475,48.16714411195512,9.01340389251709,0.38366263968147823,12.41538999016089,9.296808621837467,0.005160969787941409,3.2464983659911253,0.05555555555555558,2959360.25,0.23552477508910555,14.837499999990728,0.07489795918367347,2534.0,72.0,2.0,
steel-2,0.8150912038263959,0.33057806975498816,1.4636822829640939,0.19968721855851743,1.6787205124057607,0.7233916649234794,0.8150912038263959,15.945444215875451,4.546598434448242,0.4895693894269303,5.464009163193693,4.49673352554003,0.028607413738676826,2.1906786461712593,0.0022222222222222365,39605604.0,0.6453978894979567,1.8841010401185907,0.23877551020408164,1941.0,33.0,2.0,
cardio-2,0.7147207808948243,0.6892866490647326,1.6061828635354594,0.0962012154050145,1.5388831983291256,0.6866466668459099,0.7147207808948243,9.701062989271131,6.829104900360107,0.3505491998493386,4.657478286772177,4.631647665343081,0.050264174206714446,3.4525503640713646,0.0022222222222222365,58101067776.0,2.019384765510779,10.92452830186618,0.2644897959183673,2126.0,35.0,10.0,
qsar-2,0.14237787259850232,0.13783483359687643,0.18934741882195077,0.10287592003426367,0.1713282750387157,0.9163971461242478,0.14237787259850232,64.08390955636992,3.662410259246826,0.47839559287426886,4.5954668661623534,3.7099676584874945,0.014294439157300023,2.3958120014682494,0.12302839116719244,51807.1484375,0.6393233357530521,1.9634831460668642,0.2691836734693877,1055.0,41.0,2.0,
hill-2,0.1292233335962948,0.09610450237159342,0.27976085161989583,0.11120320711662296,0.15456265887165793,0.9663116057963185,0.1292233335962948,214418.15181514612,58.09210205078125,2.2052616391411286,55.55843316004864,47.548692331895445,0.003422125559495903,277.7483823819586,0.1428571428571429,921.1273803710938,0.6931471803599453,0.9999999999998349,0.30163265306122444,1212.0,80.0,2.0,
spambase-3,0.19593329731331444,0.14010910056598422,0.28442543248165714,0.1299771287067818,0.27887357484660563,0.9442505748343499,0.19593329731331444,127.10485452958605,7.763875484466553,8.306623016480742,6.903624935171086,5.401875454254887,0.03163381902735291,5.611175285164918,0.053333333333333344,557494.75,0.6705230207876484,1.5377826806397386,0.18,4601.0,57.0,2.0,
pendigits-2,0.5992127041934178,0.4572862201267769,0.6558919873485598,0.2531144159207101,1.0050330487880432,0.8310219817486414,0.5992127041934178,1.0603242171661644,2.675704002380371,0.3145264126810974,5.702361679467765,4.061025750243595,0.9932363636991944,1.0821668428620304,0.0888888888888889,189.24920654296875,2.301426840447984,1.144901610017684,0.08102040816326529,6000.0,16.0,10.0,
optdigits-2,0.7346452342106744,0.3195014359407828,0.6164486016351094,0.442409257778343,1.1819745706569804,0.8468273282363362,0.6164486016351094,14.044293715331468,5.240299701690674,0.30495913382862094,9.369373851829776,6.773070365426944,0.40025783607085513,4.110352931624454,0.04888888888888887,52072.87890625,2.3025189865331592,1.0324909747290554,0.22857142857142856,5620.0,64.0,10.0,
musk2-2,0.5451350110081165,0.18323081924018236,0.359761608996193,0.35934468277401416,0.7891054903014018,0.9032925780473579,0.359761608996193,38.5459137058314,1.7307441234588623,0.8421826300115746,6.513273504926812,5.76768045874678,0.007838813989283043,5.5574731931074615,0.033333333333333326,4.310941219329834,0.4324138485217072,5.423982869378434,0.1681632653061224,6000.0,80.0,2.0,
collins-2,0.09505862818584486,0.3186364711686178,,0.05705269286938705,0.1157873087724032,0.9000744096983687,0.20684754967723135,5.147190399224628,2.857970714569092,0.18271188113227843,12.129354701074993,9.37422634108223,0.39023261730785136,2.121080582332417,0.7433333333333334,40235288.0,3.222137693646143,13.333333333111112,0.8320408163265305,1000.0,19.0,30.0,
madelon-2,0.032811283859890406,0.028158286473858343,0.20669479939993404,-0.050044331260737,0.09716522053040699,0.32577449249744306,0.032811283859890406,42.09133031023768,0.4810243546962738,0.04304526025153603,43.417728708488795,33.40160844606519,0.0009341649000113057,7.331124247076765,0.43333333333333335,1.3675116300582886,0.6931471803599453,0.9999999999999231,0.503673469387755,2600.0,80.0,2.0,
cnae-2,0.4359135849235915,0.26513816768686516,0.40722578583493174,0.1804233491492406,0.6625790799146896,0.7540599012636469,0.40722578583493174,54.09088134761117,3.584824562072754,0.5830690076342088,7.368191041229698,6.02914557137426,0.07436022882615247,6.1733821625231196,0.0864197530864198,4.472315311431885,2.1972245764362195,0.9999999999991667,0.2738775510204081,1080.0,80.0,9.0,
wilt-2,0.32581293104197795,0.49961916316829597,0.33876542136843163,0.11272700110292758,0.6126142407941503,0.7313173309373193,0.33876542136843163,1.4510066226523985,1.0184926986694336,0.37400480514113,4.682829426788871,3.8396969621620967,0.004173929274168758,0.4934058660081007,0.046666666666666634,82.03361511230469,0.20994756918527907,17.540229885050753,0.03306122448979591,4839.0,5.0,2.0,
semeion-2,0.47893851603109056,0.16573503407338613,0.4750558591099807,0.11375176563849757,0.9172432857997874,0.7632600473310012,0.4750558591099807,35.92495080012208,2.4689719676971436,0.1194005237757679,18.046687602057343,15.61112120583091,0.06515893683514835,7.219030379705395,0.10666666666666669,1.3227800130844116,2.302509812605468,1.0451612903219065,0.4479591836734694,1593.0,80.0,10.0,
nomao-2,0.39503863496970504,0.18122460684140884,0.2816485193912704,0.30578364830319765,0.5172184615580439,0.9428464923866524,0.2816485193912704,124.28434489547689,1.6744384765625,0.5249305043948065,9.733797500766798,9.62671294954768,0.0026779849258836506,8.516565010953835,0.05555555555555558,43.74074935913086,0.6011037597701352,2.462204270051791,0.21755102040816326,6000.0,80.0,2.0,
sylva-2,0.05977638655758017,0.05528554573783674,0.12158087163973229,0.01840669880645567,0.09032744782845085,0.7996019379924564,0.05977638655758017,56.94731427437729,1.0625396966934204,0.5259531598334188,5.352794288641048,5.780839021320745,0.003719515773333657,4.939291058407825,0.23111111111111116,11.091934204101562,0.6895718799851491,1.1846243447873508,0.3983673469387754,3751.0,80.0,2.0,
isolet-2,0.6571491715950787,0.3097235370010839,0.5554544536159347,0.22851414661959032,1.1518591989875475,0.79103139235984,0.5554544536159347,30.100914163986943,3.9308202266693115,0.11583504866922771,20.87456875838846,17.811865253052204,0.1820833192642246,6.792225080706153,0.10222222222222221,3.1106865406036377,3.2575152164175534,1.1435185185179892,0.5348979591836734,6000.0,80.0,26.0,
Internet-Advertisements,0.5187620214025976,0.28167634695340493,0.4402717464329159,0.33300981905214194,0.7128263313842131,0.9409844185524254,0.4402717464329159,401.8812131255842,5.171335220336914,5.191119690424391,3.2421515443269806,1.939646638172471,0.006051474705595622,7.415063172917312,0.05777777777777782,55.58536148071289,0.40493026682260513,6.1437908496718645,0.09897959183673469,3279.0,80.0,2.0,
internet-ads-2,0.5473125793569578,0.28167634695340493,0.4402717464329159,0.4404010911445733,0.7158605014100763,0.9542595501938009,0.4402717464329159,401.9288436410018,5.369287014007568,5.822582406464497,3.142182859510614,2.223284318727104,0.006051474705595622,8.841366988952977,0.028888888888888853,55.58536148071289,0.40493026682260513,6.1437908496718645,0.0773469387755102,3279.0,80.0,2.0,
har-2,0.781078592591517,0.19576749092632634,0.4269598943800605,0.39409728541184214,1.2552605087728061,0.8448969294758675,0.4269598943800605,40.41453082278682,2.2628719806671143,0.14161399173419126,19.79641249228193,19.080132039622036,0.04441147330849897,6.96699909030632,0.053333333333333344,2.7377867698669434,1.7850066193673622,1.4468085106381168,0.4093877551020408,6000.0,80.0,6.0,
